"Id","Text","Time","Retweet_count"
1029,"this is how the collation centre looks at the moment.
#nigeriadecides #2015elections http://t.co/q90xl8bjer","2015-03-30 12:31:02",36
1030,"#nigeria's @thisisbuhari who had lost elections three times before is aged 72; @railaodinga will be 72 in 2017 ~ #odm http://t.co/zcozbfan9z","2015-04-01 14:01:00",18
1031,"rt @lakesydez: we are not seeing election results from se &amp; ss , hop they are not going to manufacture result for us later on #nigeriadecid…","2015-03-29 05:03:30",9
1032,"opinion: #nigeriadecides is an election, not war http://t.co/0dzcjti4ew","2015-03-16 11:19:27",8
1033,"rt @yvonnendege: @inecnigeria announce that nigeria's election postponed. #nigeriadecides","2015-02-07 22:00:53",8
1034,"'elections are not a do or die affair'

retweet if you believe this!

#nigeriadecides #wisewords2015 http://t.co/brdu3n9eod","2015-02-07 13:02:12",5
1035,"rt @toddjmoss: #nigeria gallup poll: confidence in honesty of the elections
2011: 51%
2014: 13%
http://t.co/4vzik7qw7p http://t.co/sepkdg1e…","2015-02-08 19:57:10",5
1036,"rt @rakidi: it's official: #nigeria has postponed the 14 february presidential election by six weeks over security concerns. http://t.co/jv…","2015-02-08 03:46:57",6
1037,"rt @frankdonga_: this election is pure mas. not for small small children. #calculation #nigeriadecides http://t.co/kjfswdofcz","2015-03-30 16:14:43",55
1038,"the @inecnigeria website has been hacked by an unknown group.
#nigeriadecides","2015-03-28 11:19:49",44
1039,"nigeria welcomes regional force to fight boko haram http://t.co/35pnkffwok via @24dailygist #nigeria","2015-02-02 21:36:50",11
1040,"rt @deeclecticone: #nigeriadecides at pu12 alaba oro,the apc party
agents are distributing uncollected pvcs to people
who do not have. @cha…","2015-04-11 09:24:43",18
1041,"(premiumtimes) #nigeriadecides: nigeria 2015 governorship, state assemblies elections – live updates (results)... http://t.co/2aff80khy5","2015-04-11 15:50:09",5
1042,"rt @premiumtimesng: #nigeriadecides: group seeks adequate security for nysc members http://t.co/g15uj2tieo","2015-03-29 20:49:41",21
1043,"rt @pol_sec_analyst: nigerians wishing #kanye was at the #inec hq on #abuja right now #nigeriadecides http://t.co/dttkg2fhme","2015-03-31 10:38:43",10
1044,"rt @tunezcitydotcom: the #nigeriadecides elections 2015 are still ongoing. people still voting into the night. some will vote tomorrow. not…","2015-03-28 19:22:58",14
1045,"finally!!! read @delemomodu advice to president goodluck jonathan on the 2015 general elections via http://t.co/vtbo8jtmjx #nigeriadecides","2015-02-07 06:14:06",5
1046,"#nigeria    @nairalikes get the latest updates on general elections in nigeria from… http://t.co/3wplwhpvi5 #nairalikes #naija #9ja #gej","2015-03-06 19:36:05",7
1047,"african union approves creation of anti-boko haram force http://t.co/xeowy8a8wp
#nigeria #bokoharam http://t.co/fr9ydldjxz","2015-03-07 01:31:58",12
1048,"rt @proshare: congratulations to the president-elect of the federal republic of nigeria - @thisisbuhari  #nigeriadecides http://t.co/250oew…","2015-03-31 21:19:48",9
1049,"our story of #election day in #nigeria from the #women's situation room (wsr) http://t.co/6gmtyqsvgo #nigeraidecides","2015-03-31 13:54:23",7
1050,"rt @telegraphnews: #nigeria election: counting starts with result 'too close to call' http://t.co/bizzc9n6xh http://t.co/vuwyhjvgio","2015-03-30 10:45:50",16
1051,"rt @rawyarageh: up until today, #nigeria's people's democratic party pdp hadn't lost a single election since military rule ended in 1999 #n…","2015-03-31 16:57:40",18
1052,"rt @ngrguardiannews: inec cancels governorship and assembly in some areas of katsina due to violence. elections rescheduled for tomorrow #n…","2015-04-11 18:27:54",32
1053,"rt @naijanotworking: 3million nigerians have been displaced by boko haram till date. where is the security promised? #march4buhari http://t…","2015-03-19 17:11:46",25
1054,"rt @epinternacional: #urgente chad asegura que ha matado a cientos de milicianos de boko haram en #nigeria - http://t.co/bmqplt9l7y","2015-04-01 19:49:54",6
1055,"amaechi tells saharatv he fears being shot by military, says jonathan has no respect for the rule of law. #nigeriadecides","2015-03-29 22:52:02",9
1056,"escaping boko haram terrorists slaughter wives - to avoid leaving their wives behind for... http://t.co/njzxvnmydu #news, #nigeria","2015-03-20 04:03:22",6
1057,"#nigeriadecides: us president barrack obama’s message to nigerians on impending elections... http://t.co/okwig6p2kb via @goldrushnews247""","2015-03-23 15:29:54",20
1058,"rt @nigerianewsdesk: #nigeriadecides: jigawa results by inec http://t.co/lhotifdwdj via @todayngr","2015-03-30 21:15:52",16
1059,"rt @abdull07_: if #bokoharam can be used to shift election date, it can cetatinly be used to cancel the election completly! #notopostponeme…","2015-02-07 21:25:14",8
1060,"rt @apcforchange: on @thisisbuhari's 1st trip to lagos since #nigeriadecides, he was received at the presidential wing of mmia by gen obasa…","2015-04-07 10:12:40",25
1061,"rt @richardbranson: great to see democracy succeed in #nigeria, now begins a journey of national renewal: http://t.co/zzkoudvkwm #readbyric…","2015-04-01 18:20:55",141
1062,"rt @theroot: #nigeria military: we’ve rescued nearly 300 women and girls abducted by #bokoharam http://t.co/l4ashp9hnl http://t.co/jxpgtuqx…","2015-04-28 23:15:44",82
1063,"now happening! the pdp national publicity @olisametuhpdp live on @channelstv  #askolisa #nigeria2015 @chamberlainusoh","2015-02-18 19:04:14",7
1064,"rt @omojuwa: inec officials summoned to the governors office in jigawa. they will meet with the government moments from now #sitroom15 #nig…","2015-03-29 16:01:48",213
1065,"dr. joe okei-odumakin on #chibokgirls and #nigeria elections http://t.co/ncqqcisdgl","2015-03-09 15:15:12",6
1066,"rt @tweetoracle: nothing more to be said. apc won this election #nigeriadecides","2015-03-31 15:16:41",25
1067,"rt @gidi_traffic: ""@shasilon: a shame to have so much ethnic hate in a country, the election is unveiling a lot #forwardvschange #nigeriade…","2015-03-30 06:55:22",7
1068,"rt @ogundamisi: .@doyinokupe @abati1990 @govayofayose @olusegunmimiko sowie the courts dismissed your suit against @thisisbuhari bye bye ge…","2015-03-25 09:26:53",35
1069,"#nigeria #2015 general #election: the good, the bad and the ugly by anthony eniola martins #nigeriadecides  http://t.co/0egnonkz9f","2015-02-03 17:41:29",10
1070,"before you set out into the morning, do this last minute check:

where is your pvc?
#nigeriadecides","2015-03-28 05:20:02",9
1071,"rt @amplifiedr: as we await @inecnigeria's final decision on the elections,  we urge all nigerians to remain calm and shun violence  #niger…","2015-02-07 21:27:12",6
1072,"rt @gejwinningteam: have u been to abakaliki in ebonyi to see rice plantation and production project? #nigeriadecides #nigeria #marchforwar…","2015-02-14 11:47:49",6
1073,"rt @anthoniaorji: please call 0700-call-inec (i.e. 070022554632) if you have reports or inquiries to make. #yourvotecounts #yourvotematters…","2015-04-11 07:44:44",9
1074,"rt @judgeiyke: the uniqueness of being nigerian. france had local elections &amp; uzbekistan had a presidential one. they already have results.…","2015-03-30 08:02:52",5
1075,"rt @nicolasf24: reportage sur la victoire du #tchad à #dikwa au #nigeria contre boko haram http://t.co/onsqayogj6 @france24","2015-03-05 17:05:14",5
1076,"rt @apcnigeria: a must watch video: @aljazeera on #nigeria and election postponement. with @ogundamisi @realffk and @chetomanji https://t.c…","2015-02-10 07:43:11",35
1077,"as #nigeriadecides and await election results, please #patiencenotprofanity http://t.co/vpygurrdac","2015-03-30 08:17:21",35
1078,"#icc prosecutor urges #nigeria politicians to avoid electoral violence in upcoming elections: http://t.co/lber7oamlm","2015-02-02 20:28:47",7
1079,"rt @ukinnigeria: amidst election excitement, 2 @aljazeera reporters still detained in n #nigeria. free press essential for a free vote: the…","2015-03-31 15:04:48",6
1080,"rt @abuja_facts: #nigeriadecides ""@gwagz_facts:  efforts are being made by inec to begin official broadcast of collation of results. http:/…","2015-03-30 12:29:41",8
1081,"#nigeria: il caos dei boko haram, le presidenziali e il rischio colpo di stato http://t.co/llklp4xcxn","2015-02-01 16:36:29",5
1082,"rt @emmyzuel: it still won't be free and fair ""@kobokogcfr: elections postponed. march 28 and april 11. interesting?? #nigeriadecides""","2015-02-07 22:18:37",5
1083,"rt @isab33lla: this card reader thing will cause alot of problems in this elections.... just lookat oga jona's accreditation #nigeriadecides","2015-03-28 08:30:23",6
1084,"rt @unicef: “we just ran” rose and her children are among 1.5m uprooted by violence in #nigeria http://t.co/l1pqesmyfy http://t.co/dfqweugb…","2015-04-13 06:03:36",398
1085,"rt @apcforchange: since i graduated from the university of maiduguri, i've not been able to go on a visit there. #iwillvoteapc to regain th…","2015-03-07 19:35:19",7
1086,"rt @anthoniaorji: “@tvcnigeria: results in all 34 local governments have been submitted to #katsinastate inec office #nigeriadecides”","2015-03-30 09:30:49",11
1087,"rt @skynewsbreak: reuters: hospital official says at least 50 people have died and 35 people are injured following blasts in #maiduguri in …","2015-03-07 16:19:47",13
1088,"rt @bbcafrica: nigeria's electoral commission @inecnigeria postponed parliamentary election in jigawa state in north west of the country #n…","2015-03-28 05:48:56",54
1089,"rt @premiumtimesng: #nigeriadecides makama sarkin baki ward, the polling unit bauchi state there is no military in sight in the center at r…","2015-03-28 09:42:58",5
1090,"#photo [7:25 am] @ajalatemitayo: @gidi_traffic road blocks at ogolonto, army men everywhere #nigeriadecides http://t.co/ozx3rria6i","2015-03-29 06:25:49",12
1091,"rt @ngrguardiannews: who will be #nigeria next president #gmb or #gej, have you gotten your #pvc? #buharijonathan2015 http://t.co/urky5rtgez","2015-02-04 11:18:47",5
1092,"rt @kachizone: ss and se still remains a deciding factor as #nigeriadecides! no results on twitter is true until @inecnigeria confirms! cc …","2015-03-30 09:58:49",5
1093,"rt @channelstv: 1/2 when the governor of borno state said it appears that boko haram are better trained, better equipped #laimohammed #nige…","2015-03-19 19:41:01",6
1094,"@redcard2015 #airitout #nigeriadecides twitter chat ahead of the 2015 presidential election. storify here: http://t.co/ay6dyky6fi","2015-02-07 07:16:26",10
1095,"rt @aminugamawa: their main fear is not losing the elections. they are just too scared of buhari. #nigeriadecides","2015-02-07 19:06:59",42
1096,"rt @nigeriacamera: old gra maiduguri, front of government house presidential results apc=300 , pdp= 52 ""
 #nigeriadecides","2015-03-28 17:47:43",49
1097,"rt @kathleenndongmo: social violence in #nigeria - report by the nigeria social violence project.(@saisafrica). http://t.co/ag0x2vyt4w http…","2015-02-18 13:34:43",6
1098,"rt @toluogunlesi: gone past 8 checkpoints in last 30 minutes, lekki/vi/ikoyi. all military checkpoints. one had a single police officer #ni…","2015-03-28 08:14:32",24
1099,"rt @prince_bukar: retweet to annoy @pdpnigeria and all their fans. @omojuwa @ayourb #nigeriadecides http://t.co/joncw0vttu","2015-03-30 09:53:59",179
1100,"rt @kayodeakintemi: #nigeria2015: we are here in my home &amp; its peaceful, i believe this election will be free &amp; fair - dr. jonathan","2015-03-28 14:18:23",26
1101,"#nigeria2015 is true our inec office in rivers state was torched, we have informed police authorities""- jega","2015-03-29 17:51:59",57
1102,"#nigeriadecides: pdp disrupts announcement of election results: as the announcement of results commence at the... http://t.co/ia1sume911","2015-03-31 11:43:25",6
1103,"rt @muhysin: #nigeriadecides #tellyourneighbour that this election isn't about religion nor ethnicity buh about saving nigeria from the bri…","2015-03-23 18:08:50",17
1104,"there will be no interim government – abubakar - a former military head of state, abdulsalami... http://t.co/kez2r2dxxf #news, #nigeria","2015-02-20 07:30:47",5
1105,"voting has been extended to sunday in areas where there've been problems with the accreditation process, @inecnigeria says #nigeriadecides","2015-03-28 15:09:59",5
1106,"the fg is doing all in their power to tackle this scourge called boko haram. #supportgej #nigeria","2015-02-20 09:27:56",5
1107,"rt @rconflictnews: breaking: at least 10 reported dead in a suicide bombing in maiduguri #nigeria","2015-03-07 11:40:50",7
1108,"rt @nisatprio: report that #nigeria military received two boeing 747s loaded with ammunition and weapons to fight #bokoharam http://t.co/mn…","2015-02-28 23:13:57",5
1109,"sorting of election materials and accreditation has begun in nasarawa state. #nigeria2015","2015-04-11 08:46:37",27
1110,"rt @gdndevelopment: nigeria tensely awaits first results in closely fought election  http://t.co/pygkhz8173 via @guardianworld #nigeriadeci…","2015-03-30 11:09:58",5
1111,"rt @guardiangdp: the inability to pressure the #oil companies to clean up the niger delta has become an election issue http://t.co/ckp4wgpe…","2015-03-06 12:04:51",7
1112,"""@bramvermeul: here is a confession: i was one of those journalists predicting chaos after these elections. i was wrong. #nigeria proved it","2015-03-31 19:30:58",7
1113,"rt @dafepeejay: the inec's website is now working. fault's been rectified. just confirmed. @anthoniaorji @bbcbola #nigeriadecides","2015-03-28 11:53:12",9
1114,"rt @awwala: 6 weeks ago the postponement looked so far. nw it's a few hours to the sanitation day, and our brooms are intact w our pvcs #ni…","2015-03-27 20:05:08",7
1115,"#nigeria: inec head jega now about to begin press briefing... #nigeriadecides","2015-02-07 21:49:16",6
1116,"breaking: inec extends deadline for collection of permanent voter cards http://t.co/kvwwe11vlj #nigeria #news","2015-02-01 12:02:34",5
1117,"rt @budgitng: the 2011 &amp; 2015 election map comparing wins in states. is there any lesson for us as a nation? #nigeriadecides http://t.co/vo…","2015-03-31 23:27:59",50
1118,"rt @bbcafrica: american university of #nigeria feeds 270,000 taking refuge from boko haram http://t.co/0p5amdaigo http://t.co/tjshaa757r","2015-03-04 11:25:45",98
1119,"rt @shalomttheo: it will be on record that @oluremisonaiya got more valid votes in 2015 presidential election than @delemomodu in 2011.
#ni…","2015-03-28 17:45:58",44
1120,"rt @nigerianey: finally, a result from the south east:

presidential elections - enugu - (ezeagu l.g)

pdp - 21,005, apc - 280
#nigeriadeci…","2015-03-29 17:50:20",23
1121,"rt @ogundamisi: it is now clear who is behind bokoharam. who tends to gain if we have crisis in #nigeria @inecnigeria postponement is jonat…","2015-02-07 10:46:46",93
1122,"the nigeria you desire is only possible when you make your vote count. get your permanent voters card asap - #nigeria","2015-02-06 11:12:08",5
1123,"rt @eldernjokuemma: as we expect the result of #nigeria2015 polls, may we bear in mind that going to court is the way to protest, &amp; not vio…","2015-03-30 11:07:41",5
1124,"flash: it is not true that pdp is winning in 23 states – jega, inec chairman

#nigeriadecides","2015-03-29 17:20:14",15
1125,"rt @benllewellynjo1: one week tomorrow and uk election observation teams will be on the road again to watch nigerians choose their governor…","2015-04-03 18:27:56",6
1126,"rt @dejiadesogan: you see military troops on the streets today? don't be sacred, just telling troublemakers to stay away from elections. #n…","2015-03-21 11:23:57",8
1127,"rt @omojuwa: they must reorganise the election in rivers. simple as that #nigeriadecides","2015-03-28 18:31:40",60
1128,"lol rt@chikaunigwe: shame on me! i didn't realize until yesterday that there was a female presidential candidate #kowa #nigeria #elections","2015-02-04 13:22:35",5
1129,"rt @feelrivers: massive search n arrest of apc leaders in rivers state on going #nigeriadecides @apcnigeria @bbcworld @amnestyonline @scarf…","2015-03-27 15:14:02",5
1130,"rt @tvcnigeria: protester says there was no election at ward 15, in the #kula area of rivers state. #riversprotest #nigeriadecides.","2015-03-29 15:10:06",8
1131,"read our latest in @thenation on the postponed election in #nigeria and what it means for women &amp; girls: http://t.co/ydotlar8s8","2015-03-13 15:17:31",7
1132,"rt @tolulopewealth: no inec officials in oshodi, and oshodi is highly populated! pls retweet! it has to be free and fare #nigeriadecides","2015-03-28 11:25:14",7
1133,"rt @mrayedee: 6/14 someone might need to remind her that in the 16 person supreme military council buhari led, there were exactly #nigeriad…","2015-02-19 15:23:51",14
1134,"boko haram violence in #nigeria forces 800k children from their homes http://t.co/c3d8uftizq #bringbackourchildhood","2015-04-13 15:04:58",8
1135,"rt @arroussiak: peur, rapt et violences: être une femme sous le joug de boko haram - par @coumbas2 + video #afp =&gt; http://t.co/wjgjxnpulj #…","2015-03-07 17:59:33",11
1136,"rt @haaretzcom: boko haram kills 41, disrupting nigerian presidential election http://t.co/vs4vq5vcku #nigeriadecides http://t.co/fotg7r8sjr","2015-03-29 00:18:48",12
1137,"rt @saisafrica: military bombards boko haram camps in sambisa, gwoza http://t.co/adhhrdieg0 #nigeria via @allafrica","2015-02-22 17:23:57",5
1138,"rt @chairmannhrc: whatever #nigeria's political gladiators choose to do they shd be careful to insulate security &amp; faith institutions from …","2015-02-07 19:03:42",9
1139,"rt @femkevanzeijl: wow. those zamfara people are really eager to vote... @inecnigeria #nigeriadecides http://t.co/zir1x07hrb","2015-02-17 14:44:13",19
1140,"gej has re-assured nigerians that pdp will bring peace, security and economic development to nigeria. http://t.co/ykdzojgagy #nigeria","2015-02-28 12:19:05",6
1141,"#nigeria should allow international journalists entry to cover elections http://t.co/rf2vmpfhu1","2015-02-03 20:55:25",8
1142,"rt @el_bonga: reports from gombe also indicates that kashere [home town of sen. goje] is under massive attack by gunmen believed to be boko…","2015-04-02 20:32:49",6
1143,"rt @fejirooliver86: #nigeriadecides: 3 hours more and the election is over. there is serious doubt that all nigerians who are accredited wi…","2015-03-28 13:20:38",9
1144,"rt @obicharles11: pls don't stop retweet until action is taken,@inecnigeria &amp; @policeng shld investigate this incident http://t.co/fpogz9yy…","2015-03-28 23:29:32",5
1145,"rt @realabdulqadir: #imustvote let's pray for a peaceful election as #nigeriadecides today. the whole world is watching and waiting for cha…","2015-03-28 06:25:51",32
1146,"gej and gmb will be alive after d elections,pls try ur best to remain alive wit them.it's not a do or die #nigeriadecides","2015-03-27 13:32:40",18
1147,"rt @abamsak: #babanowthatyouarethere i just want you to laugh at this! #nigeriadecides @omojuwa @ayourb @apcnigeria @aminugamawa ✌ http://t…","2015-03-30 10:26:58",19
1148,"rt @acadechris: pgej just lost the only vote in my circle of friends. he has become inec adoc staff. #gmb2015 all the way.@delemomodu #nige…","2015-03-24 14:09:31",15
1149,"rt @maryamalmansur: we are waiting patiently. we believe in #inec. ""collation of results will begin at 12pm tomorrow"". @inecalert  #nigeria…","2015-03-29 19:45:19",5
1150,"#nigeria election series: voting away from home--the unknown fate of idps http://t.co/93o3mpqdnw #nigeriadecides","2015-02-05 21:48:50",6
1151,"rt @ariyoaristotle: nigerians should ask amaechi why boko haram wanted buhari to be their spokesperson &amp; why apc rejected bh proscription -…","2015-02-22 19:44:41",15
1152,"rt @bjmellor: thank you 4 a historic day @tunjilardner @newsomca @situationroomng @ukinnigeria @inecnigeria and the people of #nigeria #nig…","2015-03-31 21:40:55",5
1153,"kufuor: #nigeria elections have been peaceful &amp; orderly
http://t.co/ub7hxgddvo #africa","2015-03-30 08:31:16",6
1154,"rt @abuja_facts: vote in peace. say no to violence. preach peaceful elections. #nigeriadecides http://t.co/dgovcqgnyv","2015-03-27 10:37:50",6
1155,"rt @mrayedee: apc video romanticizing shakau is despicable, like a jewish party using hitler in an israeli election http://t.co/f6ci9aizlr …","2015-02-24 00:16:25",35
1156,"rt @solakuti4gej: time is 2pm...no 1 in my pu has been accredited..inec staff say the have to go back to collation centre to get incident f…","2015-03-28 12:56:40",5
1157,"nuj urges media to desist from announcing unauthorised election results #nigeriadecides http://t.co/ws0qktelqi","2015-03-30 05:04:42",9
1158,"rt @tvcnews_africa: ""we have established that elections were held in rivers state. we cannot establish cancellation of results either"" - je…","2015-03-31 11:44:59",6
1159,"rt @avariberry: chillin for the violence. looking for news. fools. ""@aribabaj: shame on you @cnni ... you were waiting for it i'm sure #nig…","2015-03-29 09:01:07",5
1160,"#nigeriadecides: real inec prelim result sheet give apc 69% and pdp 30% nationwide - http://t.co/v4arpy6q1l http://t.co/u40frgqruy","2015-03-30 12:10:01",10
1161,"military kill 4 voters at a pu in kebbi || #nigeriadecides http://t.co/xczv0k5k4p","2015-04-11 17:59:55",10
1162,"gov. babatunde fashola of lagos seen on a queue now waiting to vote- http://t.co/k0idlgymvc"" @tundefashola @apcnigeria  #nigeriadecides","2015-03-28 13:02:46",8
1163,"#nigeria turns to tech to battle legacy of election fraud -  http://t.co/5kfpmta6g4 via @yibukun #nigeriadecides http://t.co/d7qtr3hp1t","2015-03-26 09:19:30",7
1164,"rt @iambolar: places where elections would be continued today as stated by inec are alimosho, etiosa, kosofe, oshodi-isolo &amp; shomolu. #nige…","2015-03-29 10:48:53",23
1165,"i refuse to vote a 'useless' man! showdown tomorrow #nigeria #ihavedecided @thisisbuhari @okupedoyin @nedunaija http://t.co/ixshscng8q","2015-03-27 15:57:58",11
1166,"rt @bbcafrica: #breaking: at least two people have been killed in a suspected attack by boko haram on polling stations in gombe state #nige…","2015-03-28 11:44:43",237
1167,"(12:26pm) suspected boko haram militants attack gombe polling unit, killing 2.
#nigeriadecides","2015-03-28 11:38:47",5
1168,"""@slimdandymufc: thank god for pvcs....else there would have been real massive rigging #nigeriadecides""","2015-03-31 17:02:14",5
1169,"just in: #nigeriadecides: fayose praises buhari, urges nigerians to accept election results","2015-03-31 15:51:01",6
1170,"rt @emekagift: @raphaelahren #biafrans unequivocally rejects elections in #nigeria because we are not nigerians no election in #biafraland …","2015-03-17 07:19:56",38
1171,"rt @inecnigeria: ""inec welcomes you all to the presentation of the certificate of return to @thisisbuhari and @profosinbajo""- jega #nigeria…","2015-04-01 13:32:53",128
1172,"rt @mrayedee: if lagos is anything to go by, at this rate, it is only the phantoms with pvc in the north that will vote in this election.  …","2015-03-28 11:39:05",8
1173,"rt @saharareporters: @saharareporters wants to know your thoughts on what it would take to improve security in nigeria. #nigeriadecides htt…","2015-03-25 18:37:08",5
1174,"rt @fantiss: crtical times will be tomorrow and tuesday when official results start coming in. keep calm and preach peace&amp;nonviolence #nige…","2015-03-29 08:49:05",18
1175,"#nigeriadecides update 43: all inec supervising officers (spo) in rivers compromised, eloped with results sheets... http://t.co/wjyqazsm6a","2015-03-28 16:27:27",9
1176,"rt @mrayedee: 2/17 in order to get admitted as an officer cadet of the nigerian army, a candidate needed a minimum pass in #nigeriadecides …","2015-03-09 21:47:28",15
1177,"rt @premiumtimesng: #nigeriadecides: don’t rig elections for politicians – jega warns nysc members http://t.co/nzu1q3snz4","2015-03-27 18:55:30",26
1178,"#nigeriadecides: did the nigerian #government just wake up?-prof. okome on #elections #postponement http://t.co/le1nncwttt","2015-02-10 16:25:27",9
1179,"rt @pol_sec_analyst: while we focus on stake #bokoharam will have in #nigeria elections, lets not forget influence militant commanders wiel…","2015-02-03 10:17:02",5
1180,"rt @aminugamawa: we’ll kill 20 for each police life lost during elections - controversial police aig mbu - http://t.co/gg0zp0z2mc

#nigeria…","2015-02-13 17:20:48",7
1181,"inec stops the use of card readers in cross river as voting is extended till sunday nationwide http://t.co/7asa14ujpz #nigeriadecides","2015-03-29 01:55:51",8
1182,"rt @thecableng: inec has directed that where card readers fail to function, polling officers should resort to manual accreditation.
#nigeri…","2015-03-28 14:34:56",23
1183,"nigerian election results “is encouraging to all of us”, says southafrican president zuma http://t.co/qfalvidt40 #nigeria #africa","2015-04-01 06:24:18",5
1184,"#nigeria2015 video: results from 2015 governorship election in nigeria. click link to watch report. https://t.co/69vkcay2zw","2015-04-14 18:51:07",7
1185,"apc boycotts akwa ibom gov election, demands cancellation - the all progressives congress in akwa... http://t.co/oagy41sumv #news, #nigeria","2015-04-11 15:24:18",6
1186,"nigerians! election is just an event, do not let the politicians divide us. just make your vote count - #nigeria","2015-02-04 17:10:18",8
1187,"rt @debolalagos: #nigeriadecides @thisisbuhari now holds the certificate of confirmation that he is indeed the #presidentelect http://t.co/…","2015-04-01 13:41:37",38
1188,"rt @toppollsng: #nigeriadecides - 2015elections survey result updates | who would you vote in the presidential election? http://t.co/q1cmiv…","2015-03-06 09:13:42",5
1189,"news!: #nigeriadecides: fayose congratulates buhari, urges nigerians to accept election results http://t.co/xfrvkmpzeg @naijanewsportal","2015-03-31 16:03:30",101
1190,"rt @korabroadcast: #interview: 'i will not lose the elections'- says president jonathan... #politics #nigeria..  
http://t.co/ox05inzki6 ht…","2015-03-03 13:18:35",7
1191,"rt @markmonmonier: #borno conflict map - 2015-02-03 chad invades boko haram’s territory #nigeria #bokoharam http://t.co/hef0anp3pz","2015-02-06 00:41:06",10
1192,"rt @un_news_centre: un launches appeal for #nigeria refugees as #bokoharam violence continues http://t.co/oi7jdtt13e http://t.co/kln4yispib","2015-04-09 20:39:37",9
1193,"rt @abba_gee: presidential election

bauchi state: shira local govt

apc: 42,967
pdp: 725

#nigeriadecides
@omojuwa 
@eggheader 
@rosanwo 
…","2015-03-29 20:46:21",7
1194,"#s911update: #nigeriadecides: buhari emerges winner of the 2015 presidential elections -  apc presidential... http://t.co/uwaagi2ywe","2015-03-31 21:54:50",17
1195,"rt @bisongrace: anyone insinuating that pdp is behind postponement of election does not love nigeria. @gejwinningteam #nigeria","2015-02-10 07:07:31",6
1196,"rt @sara__firth: 'these elections that you are planning to do, will not happen in peace' - new #bokoharam vid threatens #nigeria elex. http…","2015-02-18 09:32:17",8
1197,"rt @daily_trust: #nigeria, neighbours to set up #military joint operations hqs

http://t.co/aqem7gpbhp","2015-03-17 11:43:29",10
1198,"rt @harryfrancis12: apc bribing nysc inec officials openly. apc snatching ballot boxes. apc caught thumb-printing. #goodluckwins_ #nigeriad…","2015-03-28 16:44:59",6
1199,"rt @shefodaflamer: service chiefs, pdp, gej and all their goonz who marshalled this postponement just used insecurity to threaten @inecnige…","2015-02-07 23:50:52",6
1200,"rt @radicalyouthman: how can usa that denied nigeria access to weapons and logistics to fight boko haram be the most interested in #nigeria…","2015-02-10 07:25:47",17
1201,"@inecnigeria @fransysok we've been twitting...now respond.apc rigging massively in lagos. #411lagos #nigeria2015","2015-04-11 09:56:33",5
1202,"rt @policeng: igp suleiman abba is on election security monitoring patrol.

#npfelectionsecurity #nigeriadecides #npfalert","2015-03-28 14:34:47",11
1203,"make sure you visit http://t.co/miu52kncwf to report and view election activities across nigeria. #nigeriadecides http://t.co/xjmcv595zc","2015-03-28 14:12:53",34
1204,"rt @mrayedee: 30/38 the advantage of these two strategies to apc is that they are able to increase the votes #nigeriadecides #pvc #cardread…","2015-03-17 22:22:17",17
1205,"rt @demolaexpoze: for standing in the sun / rain
god bless us all
 
we have taken our stand we hope inec does same
#nigeriadecides","2015-03-28 20:02:56",13
1206,"#nigeria election commission to decide on election dates saturday http://t.co/cubxggayhe","2015-02-07 13:25:46",12
1207,"rt @ayosogunro: line up to vote with your fellow nigerians, not against your fellow nigerians. #nigeriadecides #noviolence #nohate http://t…","2015-03-25 07:57:47",17
1208,"""@premiumtimesng: if the presidential elections were held today, who would you vote? #ptpoll #nigeriadecides #nigeria2015""gmb","2015-03-14 10:27:30",6
1209,"rt @toyosirise: mohammed abubakar (apc) is the winner of the april 11 governorship election in bauchi state. apc - 654,934 / pdp - 282,650.…","2015-04-12 18:44:11",9
1210,"rt @lidrism: ""@blunthero: i knew it that buhari would win twitter election and become twitterng president #nigeriadecides""","2015-03-28 17:56:32",8
1211,"lol: nigeria elections be like... ""i will break your head!"" #nigeriadecides #nigeria https://t.co/kaejowlhfg","2015-03-30 11:13:16",5
1212,"rt @maxabrahms: headlines of #bokoharam disrupting the #nigeria election are misleading--the real story is the surprising absence of mass e…","2015-03-29 01:22:48",14
1213,"rt @deoluakinyemi: i hope inec is watching what's going on in akwaibom, river state, imo and co? where people are asked to vote and walk aw…","2015-03-29 17:54:12",9
1214,"niñas raptadas por boko haram hace un año siguen desaparecidas &gt;&gt;&gt; http://t.co/rugevrjsci #nigeria","2015-04-15 17:05:12",5
1215,"q1: who benefits, if anyone, from the postponement of #nigeria's elections? tweet us with #ajnigeriadecides. http://t.co/ifhx2qsfpp","2015-02-13 15:01:48",25
1216,"rt @tagesschau: armee in nigeria rettet fast 300 mädchen aus boko-haram-lager http://t.co/hva2986fx2 #nigeria #bokoharam","2015-04-28 22:50:48",10
1217,"rt @ronyoye: #nigeriadecides: deadline for the collection of pvcs is tomorrow sunday march 22. collect yours if you have not! pls rt"" @lola…","2015-03-21 20:25:53",15
1218,"#nigeriadecides: 10 nigerian artist that did not vote in the election - http://t.co/9o4ktf6gyw http://t.co/ykl3vs5rps","2015-03-29 15:06:43",11
1219,"smart: how inec recovered hacked website in less than an hour #nigeriadecides http://t.co/4wqntl2gbt","2015-03-28 14:35:05",10
1220,"rt @mairobeks: being offended by freedom of speech should never be regarded as a justification for violence, be peaceful. #no_violence #tbn…","2015-03-24 08:10:17",7
